review_id,text,rating,user,time_created,business_id_R,business_id,name,review_count,rating,price,phone,street,city,zip_code,state,country
-efugtfinHxUPr2hoju10g,"I consistently recommend this spot for larger birthday dinners or just dinners with a couple friends. They are very accommodating and know how to treat a...",5,"Ariana B.","2020-01-21 14:18:15",6osYYrn77CbYPUrSnJOTBQ,6osYYrn77CbYPUrSnJOTBQ,"Old Rose",120,3.50,2,+12122554143,"113 Jane St","New York",10014,NY,US
-FCdRkG5m8UJaKcVjrGuKQ,"I'm picking up what this place is putting down.

There's some kind of obscene cheese blend happening at this shop. Every slice is mounded with stretchy oily...",4,"Jess T.","2020-01-10 19:54:09",5AozkAQKOfRMEodf_FYfww,5AozkAQKOfRMEodf_FYfww,"Sauce and Soda",26,4.00,NULL,+19293243126,"40 Wyckoff Ave",Brooklyn,11237,NY,US
-fLSsEMqbDVPeeGHBcoHvg,"Mediocre service By their restaurant down stairs/dining 

I would much rather stay in the "to go" pizza/grab and go than actually paying for the expensive...",1,"Jen M.","2019-12-17 20:02:09",v8QYySx4JP_efixzTnaGGA,v8QYySx4JP_efixzTnaGGA,Giovanni,329,2.50,2,+17184026996,"579 Grand Concourse",Bronx,10451,NY,US
-FzbcJdDo6z4QoIhqage1Q,"Little hole in the wall pizza place right next to the entrance to the 34th St., 7th Ave. subway entrance.  I was meeting a friend for the Rangers game at...",2,"Philip R.","2019-12-03 07:32:54",m00CF6PcawkntxLYtAsHPA,m00CF6PcawkntxLYtAsHPA,"Little Italy Pizza",145,3.50,1,+12126439988,"169 W 33rd St","New York",10001,NY,US
-I1o4YEVVrZ6B43bkQOSxg,"Best pizza around!!!! Jake, jake, Tim, Mauricio,  and Gerry are my favorite!! Unwatched!! Must eat!",5,"Mark J.","2020-01-11 21:36:52",tZVN5tsprJpUOF953jcg1w,tZVN5tsprJpUOF953jcg1w,"Libretto's Pizzeria",174,3.50,1,+12122136445,"546 3rd Ave","New York",10016,NY,US
-iUfnbesg_q_dlLDJIEQGQ,"Regular slice is a four-star slice, nice and crispy crust with stretchy cheese and tangy tomato sauce 

The sausage slice was not as good, they took a...",3,"Michael S.","2019-05-23 12:12:23",Gpw9no0TEClnx8gpU7a5LA,Gpw9no0TEClnx8gpU7a5LA,"Crosby Pizza Stop",81,4.00,1,+17188238980,"1731 Crosby Ave",Bronx,10461,NY,US
-j9QSO1AgYUy1Mf_3qh_Sg,"Pizza, maybe. Seems there are plenty of fans of their pies. 

But I tried the Chicken Marsala. It was the worst presentation of this dish I ever...",2,"Robert C.","2019-08-21 03:56:26",fBmdOCTJuh0bYMFoLvgEaw,fBmdOCTJuh0bYMFoLvgEaw,"Justino's Pizzeria",234,3.00,1,+12125821222,"881 10th Ave","New York",10019,NY,US
-jNnT8IZw07fF0alWh7IlQ,"Pretty interesting Italian place near central park that does not allow many substitutions for dishes

I brought my friends, who are originally from the...",3,"Camille C.","2020-01-08 10:53:58",tRIHhPKryUZ56SfIz6mLiA,tRIHhPKryUZ56SfIz6mLiA,"Angelo's Coal Oven Pizzeria",870,4.00,2,+12123334333,"117 W 57th St","New York",10019,NY,US
-KwhrlUdUfP2bs5k3guQNg,"We had a great time joking around with the staff and owner! They were fun and friendly while we waited on out slices! Buy your pizza leave a tip in the jar...",5,"Aimee L.","2019-07-02 14:44:40",TAa3_mCen3-fGbjDYpJ4TA,TAa3_mCen3-fGbjDYpJ4TA,"Majestic Pizza",133,3.50,1,+12123494046,"8 Cortlandt St","New York",10007,NY,US
-lNxGiQp7Pc8r4Gcz2l7ug,"Wow what a wonderful place, a truly classic NYC establishment of the old-NY variety.  Great pizza in a wonderful setting  The place exudes a wonderful...",5,"Brendan T.","2019-12-12 13:32:38",vzDb6_Zkm4m8O7tNidojjA,vzDb6_Zkm4m8O7tNidojjA,"Pier 76",202,4.00,2,+17184477437,"76 Bay St","Staten Island",10301,NY,US
-mUksIcXrOnssOLGtkozLw,"First stop in NYC and we needed some
Italian food in Brooklyn near our air bnb. This place was a everything we could have dreamed of: loud, bustling, and...",5,"Jami C.","2019-11-22 05:12:19",St8a2de1vfyCxwIySBUWbA,St8a2de1vfyCxwIySBUWbA,Graziella's,400,4.00,2,+17187895663,"232 Vanderbilt Ave",Brooklyn,11205,NY,US
-OaY6pZnr-qnzk8PimLg6g,"The pizza here is tasty and fresh. I have a tomato allergy so they were very careful with my white, spinach and artichoke slice, making sure it was warmed...",5,"Ursula T.","2020-01-24 18:02:38",wlSnmuUnBMz8qYpxDVBGlw,wlSnmuUnBMz8qYpxDVBGlw,"Full Moon Pizzeria",272,4.00,1,+17185843451,"600 E 187th St",Bronx,10458,NY,US
-ou43dlBeWhe4OT12ypE-w,"I loved the idea of this vodka sauce chicken parm slice, but it was poorly executed. It was so dry!! Needed much more cheese and sauce.",2,"Stephanie D.","2019-09-09 12:01:47",JMXYzL0jquNEE9nIuWNzUw,JMXYzL0jquNEE9nIuWNzUw,"Lunetta Pizza & Restaurant",132,3.00,1,+12124325200,"245 3rd Ave","New York",10010,NY,US
-rDwvCFavILF67hC44deDw,"kibria was the man! So nice and great hospitality. Will definitely be back. The pizza definitely hit the spot, especially on a late Saturday night. It was...",5,"Julia D.","2018-04-28 22:47:29",WmXVp2b6HBSO4fzxQArdYg,WmXVp2b6HBSO4fzxQArdYg,"BD Famous Pizza",2,4.00,NULL,+16467565888,"156 Delancey St","New York",10002,NY,US
-rjilAf_7-nXw19C7XDyGw,"Simply best pizza in Throggs Neck the sauce has great flavor perfectly cheese and sauce amazing",5,"Mike G.","2019-09-08 04:25:05",o7stGrlNtahgSCt86lh8Sw,o7stGrlNtahgSCt86lh8Sw,"Cestra's Pizza",39,4.00,1,+17185187900,"3617 E Tremont Ave",Bronx,10465,NY,US
-SMetNgF6Qv4CqqfmA7Osw,"Food is good but expensive. Pizza is probably not worth it but I do like the honey pizza. Beer is what you come for and vibes. 

They have games, TVs and...",4,"Elizabeth K.","2019-12-18 11:53:57",ACduxcM6wdaJPVHKy9GHbQ,ACduxcM6wdaJPVHKy9GHbQ,"Circa Brewing",305,4.00,2,+17188580055,"141 Lawrence St",Brooklyn,11201,NY,US
-tqpvq-YLCkxQ-DwNgJbnQ,"I'm not sure why the bad reviews for this place. I've ordered from here multiple times since staying at a hotel for work and they have been nothing but...",5,"Penny L.","2019-12-23 09:34:19",VQfcz0tnoE2N42NtTKK2DA,VQfcz0tnoE2N42NtTKK2DA,"La Vera Pizzeria",35,3.00,NULL,+12122132222,"350 3rd Ave","New York",10010,NY,US
-tYPYCK99n-AmdVqFZnL-A,"Came here on the rec of a New Yorker I spoke to on the train in, when I asked her for a good cheap pizza place.  I could tell she was more of a gourmet type...",2,"Eduardo N.","2019-09-13 21:36:37",77q5bM4bXA63BqGwN-Cy2Q,77q5bM4bXA63BqGwN-Cy2Q,"Joe's Pizza",63,2.50,1,+12122433226,"211 8th Ave","New York",10011,NY,US
-uNLlycn0w631uPLbv6q9g,"Came to this restaurant for my birthday which was on a Friday.  I gave my friends & family a choice between another restaurant and Zurilee, they chose...",4,"Honey B.","2019-12-01 15:49:33",xnw88LhmiI7_ktRTVYbESw,xnw88LhmiI7_ktRTVYbESw,"ZuriLee Restaurant",260,4.50,2,+17185136084,"755 Flatbush Ave",Brooklyn,11226,NY,US
-V7EiJj2lMHJZM32T-N5LA,"Like their other joint, I feel the same that I love their thin crust and their pizza, but I always feel like the flavor is too heavy for thin crust pizza...",3,"Emi B.","2019-05-25 19:44:37",MeQU-nGaQvX12VXYOyzavQ,MeQU-nGaQvX12VXYOyzavQ,Gruppo,251,4.00,2,+12129952100,"98 Ave B","New York",10009,NY,US
-vRb4NEunCgW9VqI3PWD6w,"BEST PIZZA IN HARLEM...
 
Been Going For Years Never Been Let Down...

(Prices Recently Went Up 25 Cent )
    A Sicilian Is Now 3.25  && Worth Every Cent !",5,"Cree C.","2019-11-18 07:56:56",-HQWFXtDoRwu6D3rvH8nTQ,-HQWFXtDoRwu6D3rvH8nTQ,"King's Pizza of Harlem",56,4.00,1,+12122830182,"110 W 145th St","New York",10039,NY,US
-wkY4saLaExGGyuHYnlxyg,"Da Ciro is a really charming, beautifully appointed restaurant on Myrtle Ave. 

The pizza is good.  I like the crust.  I like the toppings.  Here's my...",4,"Alyssa R.","2019-08-26 10:23:22",ffJddI2ICrCz6q_QWrU5VQ,ffJddI2ICrCz6q_QWrU5VQ,"Da Ciro Brooklyn",91,4.50,2,+19292959542,"458 Myrtle Ave",Brooklyn,11205,NY,US
-XLN1MDPr4Zku1dc5Go5eQ,"MVP and grandma slices are my go to and a must try! prices a little higher than other spots you'll find in the area but the food really is great!",4,"Nicole U.","2020-01-21 20:18:37",AoezuAP-QOH6JZZOmyzJLg,AoezuAP-QOH6JZZOmyzJLg,"Marinara Pizza",247,4.00,1,+16465595100,"1376 Lexington Ave 91st St","New York",10128,NY,US
-xnRV-16oimnWNF618V5JQ,"The staff and Chef was the best ever.  We had an absolutely wonderful dinner and great service.  The chef is a young gentleman that deserves major kudos....",5,"James T.","2019-12-01 18:53:06",0o322YHC7J9ru5s_GHUM3Q,0o322YHC7J9ru5s_GHUM3Q,"Mamma Roma",2,5.00,NULL,+17183691300,"524 4th Ave",Brooklyn,11215,NY,US
-XUg46Se86P8BBP2KgfMqg,"It is not a Travesty to hand out three stars.

The place is lovely, old townhouse, contemporary clean design.   Friendly service. Nice date night spot....",3,"Phil N.","2019-12-26 13:59:52",_3QRn51W3IoqBzc9fYet4Q,_3QRn51W3IoqBzc9fYet4Q,Grazie,450,4.00,2,+12127174407,"26 E 84th St","New York",10028,NY,US
-XvWVy2vMYixOLbaXCQXBA,"Order from here a personal pie that took an hour to be delivered. When I called the restaurant to say it wasn't good they hanged up on me.",1,"Va H.","2019-12-04 16:45:54",bZZzJ2IJiL-ZAn6qen0-xA,bZZzJ2IJiL-ZAn6qen0-xA,"Pizza Stop",54,4.00,1,+12122224000,"2166 Frederick Douglass Blvd","New York",10026,NY,US
-Z18j8KsAGbSmOdrSGzE-A,"I liked Marco's better. Ordered the pizza about a week ago and nothing too special. I hope they step up their game because Jersey City has lot's of...",4,"Phil P.","2020-01-15 13:50:20",1Xqv1CvSCepZsbA_17DLSQ,1Xqv1CvSCepZsbA_17DLSQ,"Baldwin Pizzeria",8,4.50,NULL,+12016534592,"457 Baldwin Ave","Jersey City",7306,NJ,US
-__-ye0891ybCzdOl9zRXQ,"The service was fast, the slices are cheap & the crust was the perfect thick to crunchy ratio! You can get a slice of cheese pizza for $1 or 2 slices +...",4,"Irene H.","2019-10-28 20:41:22",EnWrDM1j6kuFI9r2H9_ljQ,EnWrDM1j6kuFI9r2H9_ljQ,"Joey Pepperonis Pizza",122,3.50,1,+12122193555,"381 Broadway","New York",10013,NY,US
0-bC79SFPeOfpQlTZrLNWw,"Found on Yelp. Place is typical corner pizza shop with decorations collected over the years. Family pictures and kid drawings.

The beauty here was the...",4,"Steve N.","2019-07-31 17:56:06",mdOqJ-bzi7i4AO2CBhcixg,mdOqJ-bzi7i4AO2CBhcixg,"Mike and Maggie's Pizzeria",76,4.50,1,+17187670204,"1527 149th St",Whitestone,11357,NY,US
01b6U4BORfqleq__xPDh6Q,"Take out order 
Salmon really nice size grilled very nicely done
Veal franchese two nice sized pieces cooked well but slightly tough
The bread it came with...",4,"William L.","2019-11-12 15:04:45",SxevJa1nDYO4KXKSO1Mosw,SxevJa1nDYO4KXKSO1Mosw,"Luna Pizza",82,4.00,2,+12123858118,"225 Park Row","New York",10038,NY,US
01mBn8aOVl5yexktjqwSsw,"Unfortunately, Spumoni Gardens falls into the camp of all the other restaurants claiming to have a "World Famous" item. Their "Sicilian Pie" is...",3,"Taj T.","2020-01-03 06:53:48",vyoA8dxwScuMV_AsTcjQcg,vyoA8dxwScuMV_AsTcjQcg,"L & B Spumoni Gardens",3700,4.00,1,+17184491230,"2725 86th St",Brooklyn,11223,NY,US
01VTa3gwa2BvvSbk4qXw2A,"It is so refreshing to have a European style pizza, not greasy, soft dough, crispy crust. I recommend arugula and prosciutto! Metro pizza was enough for the...",4,"Katarina S.","2019-07-28 13:05:24",jj_SCEzBi_CdZWMTjTwf_Q,jj_SCEzBi_CdZWMTjTwf_Q,Monte's,136,4.00,2,+17188527800,"451 Carroll St",Brooklyn,11215,NY,US
03ATpCQLhL59gqt1p20bXg,"**Delivery order review only**

I ordered a large pizza with jalapeños and one side of ranch through Yelp for $32 (including tax, fees, and tip). I was...",4,"Lane B.","2020-01-16 17:37:34",mZDNA6pjNR9nwJdbzjvk0A,mZDNA6pjNR9nwJdbzjvk0A,"Rocco Pizza",62,3.00,1,+17185739200,"330 Halsey St",Brooklyn,11216,NY,US
03dokeEynvHC-lHBsLI_jw,"If you are at Barclays Center or in Park Slope, check out Pizza Secret in Brooklyn.
I have visited Pizza Secret twice and it got better from visit one to...",5,"Paul S.","2020-01-04 14:09:31",QxthR7-GAbqj1cLocOD6Nw,QxthR7-GAbqj1cLocOD6Nw,"Pizza Secret",113,4.50,2,+19293376245,"72 5th Ave",Brooklyn,11217,NY,US
03zFFApdLylzJguP6qvBLA,"I usually order here at least once a week if not once every other week. My kids love the pizza. Could be a bit bland but the chicken rolls and chicken parm...",4,"Randa N.","2019-09-01 19:34:06",1_LlUsiW1Pr01MEgv1dWvw,1_LlUsiW1Pr01MEgv1dWvw,"Rocky's & Nicky's Pizzeria",34,3.50,1,+17187451999,"6824 Colonial Rd",Brooklyn,11220,NY,US
04ETj_tCa8TIksN0j5BPew,"Try: Rustica Pizza

Why: It had Tomato Sauce, Mozzarella, Sausage, Peppers, Onion, and Parsley. 4 squares that were actually large and filling. Crust has a...",4,"Ryan H.","2019-11-10 08:17:27",dDYMHDnuYkuhEajJatiFUw,dDYMHDnuYkuhEajJatiFUw,"Prova Pizzabar",101,3.00,1,+12129720385,"89 E 42nd St","New York",10017,NY,US
05ypZBBOFE3BmO-sLBWSlQ,"The tables are so close together that they need to pull out the table all the way for you to sit on one side. Then you are in the middle of two sets of...",2,"Jessica M.","2019-12-14 07:13:39",WHX90qTIuHdWHWDY5g9COw,WHX90qTIuHdWHWDY5g9COw,Apulia,100,4.00,2,+12016833923,"1319 Washington St",Hoboken,7030,NJ,US
064mO_IjluT-kk7WZm7uiA,"Kinda pricey for mediocre pizza. Not sure whether I can trust the high ratings but the pizza tastes and looks more like $1 slices rather than the $3 listed....",2,"Marina C.","2019-04-13 02:53:55",bECGD4eJdhlc09Szsd__jA,bECGD4eJdhlc09Szsd__jA,"Canal Pizza",15,3.50,1,+12122261404,"89 Canal St","New York",10002,NY,US
07fSxrTbYkFzSeJC9IpmWw,"I've tried and ranked a lot of pizza places in New York City and this is by far the easiest 5/5 star and my favorite pizza in all of NYC. The pizza is so...",5,"Sabrina P.","2020-01-09 19:24:39",ysqgdbSrezXgVwER2kQWKA,ysqgdbSrezXgVwER2kQWKA,"Juliana's Pizza",2158,4.50,2,+17185966700,"19 Old Fulton St",Brooklyn,11201,NY,US
07k9K0HGIDvVZujgymuVIw,"Who wuda thunk a small local pizza place could be this good?   Semi-thin crust, fresh cheese and spicey sauce adds up to excellent pizza.  Just be prepared...",4,"Joel S.","2019-09-19 18:04:49",9KA0qDvlj7hPYpSSG2nUUA,9KA0qDvlj7hPYpSSG2nUUA,"Tommy's Pizza",116,4.00,1,+17188292828,"4033 E Tremont Ave",Bronx,10465,NY,US
07tnqSKVFxIiETG0AaUBvQ,"Absolute gas

Two slices and a soda for 3 bucks

The pizza is fine quality

I don't like dealing with some of the customers (beggars) but I got over it

I...",5,"Austin S.","2019-08-11 19:57:14",v0e_lNPRcM-c2YuFCEdVdw,v0e_lNPRcM-c2YuFCEdVdw,"2 Bros Pizza",255,3.50,1,+12127770600,"542 9th Ave","New York",10018,NY,US
0AgbPM1Vx3zDbEjWvtsvAQ,"I can't believe I haven't reviewed this place yet. I've ordered from this place multiple times and it always come early or on time. I've had pizza, wraps...",5,"Emily D.","2019-01-23 15:09:12",F2R-y69dCJlTiXS0NcElDQ,F2R-y69dCJlTiXS0NcElDQ,"Astoria Pizza Factory",148,4.50,1,+17187269112,"1946 37th St",Astoria,11105,NY,US
0B11oQSi5npOEwK1q0Ji3w,"Got to love there thin Sicilian. Many great dishes and staff is very friendly. One thing though they recently raised prices which is fine. But I recently...",5,"Mike C.","2019-11-27 19:00:26",VVBZZujJKuFuJTR_TPvFPg,VVBZZujJKuFuJTR_TPvFPg,"Pizza D'Amore",98,3.50,1,+17182664433,"8949A Bay Pkwy",Brooklyn,11214,NY,US
0BR7KoH34Nl23B6uO21oJg,"Really quality ingredients shine through in Numero 28's pizzas. The dough, sauce, and cheese taste so fresh and so well proportioned that we rarely add...",5,"Peggy C.","2019-12-02 12:11:55",QeKdQZD8Bd8xRm8du3ozYA,QeKdQZD8Bd8xRm8du3ozYA,"Numero 28 Pizzeria",97,4.00,1,+17183989198,"137 7th Ave",Brooklyn,11215,NY,US
0bylMtMUbk-FOticmTwoBQ,"I've been curious and wanting to try this place for a while now. Finally got to try it today. I ordered a chicken gyro and a side of onion rings. The guy...",3,"Amelia L.","2018-12-11 18:12:14",iJg_48scQgvK3fEm47fcIw,iJg_48scQgvK3fEm47fcIw,"Astoria Pizza",66,3.00,1,+17185451313,"3204 30th Ave",Astoria,11102,NY,US
0csj0gcJNvpnhgNqz-y1Xw,"I had the opportunity to not only experience one of the best pizzas I have ever had...but also a fantastic Cannoli...the restaurant is located under a...",5,"Andrew G.","2020-01-09 15:09:17",06tnwnEQM2j9A6dC3HC_TQ,06tnwnEQM2j9A6dC3HC_TQ,Capizzi,805,4.00,2,+12126956900,"547 9th Ave","New York",10018,NY,US
0DE3q64WsgNUgZ-yPsikRw,"The pizza is okay. Delivery takes a very long time to come and it becomes annoying after a while.",4,"Samantha L.","2020-01-08 16:42:59",RMKKsZYt4Xsyq3nRGFPqdA,RMKKsZYt4Xsyq3nRGFPqdA,"Rocco Pizza",170,3.00,1,+17182189200,"765 Dekalb Ave",Brooklyn,11216,NY,US
0DWlaUm2XppNz69k6K5MbQ,"If you sit down and order a pie you will prob eat the best pizza you ever had. If they transfer that pie into a box and you bring it home and open that box...",4,"M A.","2019-09-14 09:01:07",PBsVApRd0dHVjWgiGZgcRQ,PBsVApRd0dHVjWgiGZgcRQ,"Louie & Ernie's Pizza",270,4.50,1,+17188296230,"1300 Crosby Ave",Bronx,10461,NY,US
0FAcPdvPA0yTyj8vfVVhew,"Doesn't look like much when you pass it, but boy oh boy is this place worth a visit. While visiting NYC, I tried several pizza joints and Artichoke's takes...",5,"Brianna R.","2020-01-19 19:04:21",vfYhEpp0x-DrNjC6GSJjPQ,vfYhEpp0x-DrNjC6GSJjPQ,"Artichoke Basille's Pizza",3938,4.00,1,+12122282004,"321 E 14th St","New York",10003,NY,US
0FqCLsrkk2IIcPEceI-BtQ,"Love this place! We have talked about moving out of the park slope neighborhood but have been apprehensive about doing so because it would mean being...",5,"Dylan E.","2019-08-19 20:08:23",WjoxZN23w9rwMF-bsYDcRw,WjoxZN23w9rwMF-bsYDcRw,"Battle Hill Tavern",32,4.00,2,+13479873055,"686 6th Ave",Brooklyn,11215,NY,US
0gjPhUQY3fgPZnK7WQTqAw,"A group of three of us came for a work holiday lunch.  
The escargot came deshelled, with potatoes and was FULL of flavor. The steak was fine, I wasn't a...",4,"Lulu K.","2020-01-19 13:03:27",3R-S958SenPaaveuPzSN9g,3R-S958SenPaaveuPzSN9g,"Le Paddock",290,4.00,2,+17184350921,"1235 Prospect Ave",Brooklyn,11218,NY,US
0GxfwLLwSPkUgkbJyuu52w,"Probably one of the best Italian restaurants that I have ever been to. 
As an Italian, I know what good Italian food is supposed to taste like. The chef...",5,"John W.","2019-09-03 14:37:35",hFmz7HH2og9hn7xNNv20yw,hFmz7HH2og9hn7xNNv20yw,"Il Porto Ristorante",314,4.00,2,+17186240954,"37 Washington Ave",Brooklyn,11205,NY,US
0GZrYRvA1xeMKXIk16gWpw,"The food here is ok. Not horrible, not great.

This review is for the one employee who works nights and overcharges his customers, hoping they won't notice....",1,"Steven P.","2019-08-03 18:05:48",hq_lDiSnheYecX6H0hT7Fg,hq_lDiSnheYecX6H0hT7Fg,"La Trattoria",64,2.50,1,+12126825656,"844 2nd Ave","New York",10017,NY,US
0hhzE_uL5un5mqUy3rMGhw,"Very, very good vegetarian pizza. The pasta is also good (great red sauce). The large pizza is enough for 4-5 people. The menu is pricey.",3,"Lee D.","2020-01-22 08:05:34",kyb7m3xsdP44Kz3RcsWIAA,kyb7m3xsdP44Kz3RcsWIAA,"Cafe Viva",236,3.50,1,+12126638482,"2578 Broadway","New York",10025,NY,US
0HOaIQ3xuDzBxrmYLNclsA,"I got the Primavera pizza. Looked really nice but just missing so much flavor. The vegetables made things taste like the water that cooked out of them.",2,"Alexander S.","2019-07-24 18:22:24",g-Wk89t79HQqhXM06sv9Ug,g-Wk89t79HQqhXM06sv9Ug,"La Nova Brick Oven Pizza",7,4.00,NULL,+13474258391,"1636 Broadway",Brooklyn,11207,NY,US
0ieKTIoQQdMASKg1hy692w,"Hey. This place is overhyped. 1. The service was very subpar, almost rude, and very unfriendly. When pizzas were brought to our table we literally were...",1,"Madison A.","2020-01-10 21:11:23",pGr5QuQU7Ur5GHLvXbT8bw,pGr5QuQU7Ur5GHLvXbT8bw,"Paulie Gee's",1223,4.00,2,+13479873747,"60 Greenpoint Ave",Brooklyn,11222,NY,US
0iWHmaySw7i4x560GSMtWw,"Well it was a chilly rainy Sunday and we ordered from here (Well seamless said 1811 First Ave). First time. They scored some points when we saw they used...",3,"Jennifer P.","2019-10-20 11:38:30",QOKh93a45d59ugcHYsjVxg,QOKh93a45d59ugcHYsjVxg,"G&J's Pizzeria",49,4.00,1,+12123694800,"188 E 104th St","New York",10029,NY,US
0JGRi4_W04Y2U64B1osADw,"This place needs to step up its game big time.  If you get a slice from a pie recently cooked, you are in very good shape.  The pizza is pretty good from...",2,"Jason P.","2019-11-15 05:58:28",VQfcz0tnoE2N42NtTKK2DA,VQfcz0tnoE2N42NtTKK2DA,"La Vera Pizzeria",35,3.00,NULL,+12122132222,"350 3rd Ave","New York",10010,NY,US
